artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Blake Babies,Severed Lips,21,255426,0,0.588,0.606,0,-11.032,1,0.0319,0.0322,0.0607,0.352,0.673,125.967,4,power-pop
The Cars,Magic,48,237093,0,0.683,0.806,9,-7.574,1,0.042,0.125,0.000548,0.191,0.962,118.032,4,power-pop
Jimmy Eat World,Just Tonight,21,207956,0,0.419,0.941,1,-4.455,1,0.0808,0.00585,0.0,0.24,0.574,169.981,4,power-pop
Jimmy Eat World,Table for Glasses,22,256147,0,0.574,0.385,2,-6.786,1,0.0326,0.019,0.0,0.103,0.0875,122.02,4,power-pop
The Riptides,Totally Wasted,21,103346,0,0.389,0.878,1,-4.737,0,0.0646,9.04e-05,2.31e-06,0.191,0.765,197.74,4,power-pop
Falconshield,Kill! Drink! Kill!,21,191634,0,0.407,0.971,4,-6.027,0,0.13,3.49e-05,0.0,0.165,0.355,169.84,4,power-pop
Superdrag,Sold You an Alibi,21,192866,1,0.574,0.806,11,-6.75,0,0.028,0.000119,0.0547,0.122,0.828,128.655,4,power-pop
The Lemonheads,Ride With Me - Acoustic,20,234573,0,0.432,0.16,7,-20.509,1,0.0353,0.628,4.91e-06,0.119,0.267,124.473,3,power-pop
Blondie,Walk Like Me - Remastered,21,224960,0,0.614,0.664,4,-6.128,0,0.0505,0.0752,0.000126,0.581,0.369,158.974,4,power-pop
Royal Headache,Little Star,22,155098,0,0.344,0.932,0,-4.348,1,0.0572,1.15e-05,0.824,0.376,0.405,101.15,4,power-pop
Ex Hex,Tough Enough,21,278453,0,0.608,0.834,6,-5.101,0,0.0381,0.0218,0.000164,0.13,0.855,139.993,4,power-pop
The Muffs,I Wish That Could Be You,21,106293,0,0.382,0.809,4,-3.837,1,0.0431,0.000915,0.000136,0.145,0.591,128.488,4,power-pop
The Manges,Too Many Freaks,20,119706,0,0.46,0.961,2,-4.358,1,0.0356,0.000856,0.00905,0.383,0.831,180.069,4,power-pop
Joe Jackson,T.V. Age,23,222626,0,0.689,0.845,3,-4.893,1,0.0284,0.0973,0.000915,0.114,0.853,111.482,4,power-pop
The Boys With The Perpetual Nervousness,Turning Red,21,134681,0,0.564,0.807,6,-9.178,1,0.0264,0.0925,0.04,0.336,0.737,129.949,4,power-pop
Direct Hit!,The World Is Ending (No One Cares),21,146386,0,0.43,0.994,1,-3.65,1,0.0704,0.000384,0.000184,0.087,0.583,95.974,4,power-pop
Radioactivity,Locked in My Head,21,149093,0,0.23,0.949,10,-3.786,1,0.0693,0.00183,0.911,0.259,0.506,189.929,4,power-pop
Nikki and the Corvettes,Young & Crazy,20,115000,0,0.384,0.938,2,-2.826,1,0.194,0.443,0.584,0.409,0.466,200.06,4,power-pop
Fountains Of Wayne,Strapped For Cash,20,211266,0,0.663,0.826,6,-5.184,0,0.0453,0.0722,0.0,0.114,0.927,120.862,4,power-pop
glass beach;Skatune Network,Calico (Emo Rocksteady Cover),21,131612,0,0.615,0.537,2,-5.925,1,0.0374,0.0056,0.063,0.167,0.676,154.951,4,power-pop
Paul Collins,Many Roads To Follow,20,144920,0,0.551,0.647,3,-9.078,1,0.0288,0.56,0.000268,0.115,0.609,125.61,4,power-pop
Squeeze,Revue,22,150360,0,0.466,0.634,5,-14.155,1,0.0822,0.109,0.0,0.172,0.774,151.682,4,power-pop
The Replacements;Jay Healy,Sadly Beautiful - 2008 Remaster,22,197013,0,0.527,0.192,2,-20.596,1,0.0344,0.868,0.00063,0.123,0.452,106.534,4,power-pop
Old 97's,King of All the World,22,171813,0,0.405,0.715,0,-7.362,1,0.044,0.000776,0.0,0.139,0.693,77.112,4,power-pop
The Nerves,Are You Famous? (Demo),21,114293,0,0.626,0.803,9,-5.908,1,0.0299,0.716,0.226,0.102,0.728,136.341,4,power-pop
The Bombpops,Southbound Stranger,21,188139,0,0.513,0.94,7,-5.243,1,0.0614,0.000292,5.01e-06,0.138,0.175,134.927,4,power-pop
The Ergs!,"A Very Pretty Song for a Very Special Young Lady, Pt. 2",22,106880,0,0.374,0.948,11,-3.915,1,0.123,0.00943,0.0,0.391,0.578,111.263,4,power-pop
The Jayhawks,Carry You to Safety,22,324493,0,0.552,0.571,10,-8.283,1,0.0286,0.472,6.32e-05,0.0857,0.331,92.623,4,power-pop
Buffalo Tom,Velvet Roof,21,235400,0,0.413,0.937,0,-8.99,1,0.0485,2.17e-05,0.000105,0.238,0.604,134.993,4,power-pop
Los Crudos,Eliminación,23,31637,0,0.235,0.901,1,-5.465,1,0.0964,0.000153,0.947,0.113,0.913,167.057,4,power-pop
The Dream Syndicate,Trying to Get Over,21,215880,0,0.339,0.937,9,-4.303,0,0.0702,0.000132,0.0751,0.632,0.562,151.756,4,power-pop
Shannon & The Clams,The Warlock in the Woods,21,182973,0,0.285,0.685,6,-5.541,1,0.0424,0.00787,0.362,0.227,0.71,149.695,4,power-pop
Screeching Weasel,Kamala's Too Nice,23,81320,0,0.375,0.972,11,-3.03,0,0.0807,0.0179,1.15e-05,0.185,0.716,157.138,4,power-pop
Blondie,Rip Her To Shreads,21,201080,0,0.581,0.705,9,-6.772,1,0.0324,0.000189,0.045,0.259,0.787,123.615,4,power-pop
Big Star,Thank You Friends,22,186293,0,0.389,0.962,7,-6.316,1,0.0655,0.0968,1.4e-06,0.0633,0.558,112.501,4,power-pop
Joe Jackson,Real Men,23,244933,0,0.665,0.5,2,-5.951,1,0.0256,0.633,5.61e-05,0.156,0.348,113.485,3,power-pop
Screeching Weasel,You'll Be in My Dreams Today,22,158960,0,0.537,0.938,10,-6.029,1,0.0468,0.00221,0.0,0.125,0.737,100.283,4,power-pop
Los Crudos,Se Ve En Tu Cara,23,50457,0,0.333,0.961,9,-3.709,0,0.105,0.000165,0.0281,0.0528,0.665,155.005,4,power-pop
The Queers,Born To Do Dishes,22,115466,0,0.269,0.893,7,-3.595,1,0.0397,0.00018,0.0,0.498,0.879,178.687,4,power-pop
Graham Parker,Almost Thanksgiving Day,20,203933,0,0.433,0.573,2,-8.451,1,0.0285,0.00562,8.35e-06,0.369,0.363,119.728,3,power-pop
Dillinger Four,O.K. F.M. D.O.A.,23,190533,0,0.342,0.953,4,-5.874,1,0.149,0.021,0.0038,0.587,0.279,91.305,4,power-pop
Swingin' Utters,Tell Me Lies,23,129600,0,0.47,0.984,9,-3.628,1,0.0609,0.000389,0.000674,0.726,0.834,119.7,4,power-pop
Off With Their Heads,I Am You,22,153960,0,0.451,0.988,9,-5.03,1,0.157,0.000108,0.514,0.19,0.308,106.261,4,power-pop
Hoodoo Gurus,Shadow Me,21,220453,0,0.313,0.818,9,-4.671,1,0.0453,0.112,0.232,0.0662,0.552,170.751,4,power-pop
The New Pornographers,Your Hands (Together),22,212786,0,0.324,0.528,0,-8.21,1,0.0362,0.0163,0.0,0.343,0.47,150.721,4,power-pop
Joe Jackson,What's The Use Of Getting Sober (When You're Gonna Get Drunk Again),23,229400,0,0.633,0.363,3,-7.809,1,0.034,0.603,1.13e-06,0.0496,0.396,77.887,4,power-pop
The Cowboys,Some Things Never Change,21,104138,0,0.316,0.872,0,-1.667,1,0.04,0.0236,0.904,0.246,0.803,91.105,4,power-pop
Off With Their Heads,Take Me Out,22,144993,0,0.341,0.963,1,-4.02,0,0.103,0.000807,8.19e-05,0.0989,0.538,101.852,4,power-pop
Squeeze,Black Coffee In Bed,22,371093,0,0.62,0.398,6,-13.625,0,0.0308,0.166,0.000337,0.08,0.775,108.596,4,power-pop
Squeeze,Is That Love?,22,151200,0,0.423,0.629,9,-13.874,0,0.0419,0.0451,0.0,0.162,0.597,160.347,4,power-pop
Jimmy Eat World,Diamond,21,185554,0,0.541,0.71,9,-11.037,1,0.0555,0.00425,4.39e-05,0.174,0.488,135.907,4,power-pop
Jimmy Eat World,Love Never,21,171724,0,0.513,0.776,1,-11.023,0,0.0501,0.00056,0.00387,0.61,0.573,136.079,3,power-pop
Cende,Vice,21,83763,0,0.294,0.977,6,-4.243,1,0.152,3.15e-06,0.18,0.491,0.362,174.038,4,power-pop
Riverdales,Outta Sight,21,67480,0,0.199,0.977,9,-4.057,1,0.0714,0.0022,0.0,0.388,0.368,187.537,3,power-pop
Pointed Sticks,Somebody's Mom,20,95093,0,0.292,0.827,11,-5.915,0,0.123,0.02,0.000195,0.0878,0.83,192.028,4,power-pop
The Manges,I'm Not A Sissy,20,141480,0,0.622,0.966,0,-3.95,1,0.0354,0.0086,3.57e-06,0.368,0.79,108.013,4,power-pop
The dB's;Don Dixon,Black and White - Don Dixon Mix,20,176613,0,0.451,0.866,4,-9.587,1,0.0346,0.059,0.0249,0.0842,0.885,86.543,4,power-pop
Royal Headache,Pity,22,144908,0,0.262,0.825,9,-5.739,1,0.0438,1.27e-06,0.848,0.0722,0.394,98.681,4,power-pop
The Whiffs,Shakin All Over,20,162912,0,0.185,0.854,8,-3.532,1,0.0446,0.00196,0.0169,0.133,0.85,147.76,4,power-pop
Royal Headache,Garbage,21,241312,0,0.226,0.909,9,-6.422,1,0.064,3.33e-05,0.487,0.432,0.684,139.291,4,power-pop
Jimmy Eat World,How'd You Have Me,21,222280,0,0.311,0.894,4,-4.192,1,0.0431,9e-06,0.00123,0.334,0.324,154.924,4,power-pop
The Jayhawks,Save It For A Rainy Day,51,187733,0,0.632,0.757,11,-3.536,1,0.0267,0.278,0.0,0.358,0.718,124.805,4,power-pop
Jason & The Scorchers,If Money Talks,21,155093,0,0.299,0.985,7,-3.008,1,0.103,0.0168,0.000204,0.339,0.349,175.934,4,power-pop
The Dollyrots,I Know How to Party,20,170853,0,0.541,0.854,1,-5.237,1,0.0454,0.00186,7.31e-06,0.371,0.899,158.073,4,power-pop
Blake Babies,I'm Not Your Mother,21,191333,0,0.564,0.753,7,-8.686,1,0.0283,0.0485,0.000116,0.331,0.711,145.087,4,power-pop
F.Y.P,Wherever the Creeps Go,20,114360,0,0.346,0.862,5,-6.208,1,0.0993,0.00762,0.0,0.676,0.741,178.092,4,power-pop
The Falcon,Sailor's Grave,22,153295,0,0.507,0.884,0,-6.398,1,0.0605,0.00212,0.00383,0.175,0.767,113.994,4,power-pop
Blondie,X Offender - Private Stock Single Version / Remastered,21,193706,0,0.32,0.783,4,-6.834,1,0.059,0.0088,0.000484,0.165,0.852,154.123,4,power-pop
Buffalo Tom,Mineral,20,272840,0,0.324,0.584,10,-10.741,1,0.0325,0.000958,0.000308,0.144,0.334,112.051,4,power-pop
Jeff Rosenstock,ILLEGAL FIREWORKS AND HIDING BOTTLES IN THE SAND,22,248511,0,0.465,0.613,11,-6.424,1,0.0354,0.0176,0.0314,0.0735,0.372,114.989,4,power-pop
Matthew Sweet,Time Capsule,20,236026,0,0.529,0.714,8,-8.426,1,0.0295,0.229,0.00909,0.128,0.837,110.16,4,power-pop
Dinosaur Jr.,The Leper,22,244733,0,0.261,0.99,9,-3.432,1,0.167,0.00221,0.165,0.0854,0.39,90.243,4,power-pop
The Marked Men,Sully My Name,21,127680,0,0.391,0.898,9,-4.037,1,0.0425,6.18e-05,0.46,0.141,0.757,130.813,4,power-pop
The Dollyrots,Everything,20,183911,0,0.451,0.938,10,-4.277,1,0.0636,0.000103,0.0109,0.316,0.861,179.98,4,power-pop
Screeching Weasel,In La Quinta del Sordo,22,158613,0,0.278,0.912,0,-5.542,0,0.0704,2.94e-05,0.0407,0.12,0.49,179.847,4,power-pop
The Lillingtons,Pursuit of Pleasure,22,224733,0,0.31,0.949,7,-4.562,0,0.0485,2.44e-05,0.0063,0.303,0.452,169.894,4,power-pop
Teenage Fanclub,Can't Feel My Soul,20,191986,0,0.274,0.62,5,-8.316,1,0.0323,4e-06,0.252,0.127,0.393,70.808,4,power-pop
World Party,Ain't Gonna Come Till I'm Ready,22,305800,0,0.572,0.655,0,-8.019,0,0.0278,0.238,0.574,0.0724,0.68,188.337,4,power-pop
XTC,Scarecrow People - 2001 Remaster,23,253160,0,0.595,0.89,1,-4.998,0,0.028,0.0233,2.02e-05,0.21,0.92,94.648,4,power-pop
The Jayhawks,Gonna Be a Darkness,21,298346,0,0.478,0.546,2,-7.218,1,0.0351,0.493,3.27e-06,0.197,0.371,137.104,4,power-pop
Elvis Costello & The Attractions,Busy Bodies,22,215840,0,0.45,0.768,2,-10.697,1,0.0367,0.0706,0.00115,0.311,0.838,137.932,4,power-pop
The Replacements,"Another Girl, Another Planet - Live",21,151893,0,0.228,0.98,4,-6.158,1,0.251,0.000651,0.000259,0.545,0.226,160.512,4,power-pop
Joe Jackson,Steppin' Out - Demo Version,23,252800,0,0.607,0.578,0,-8.318,1,0.0259,0.167,0.000702,0.142,0.614,152.617,4,power-pop
Elvis Costello & The Attractions;Cami,La Chica De Hoy (This Year's Girl),22,209280,0,0.614,0.868,9,-4.573,0,0.0406,0.000183,0.0394,0.202,0.875,133.186,4,power-pop
The Jayhawks,It's Up To You,21,218346,0,0.486,0.771,7,-8.951,1,0.0364,0.00148,0.129,0.402,0.741,117.696,4,power-pop
Elvis Costello;Burt Bacharach,What's Her Name Today?,22,247733,0,0.363,0.241,5,-12.675,1,0.0457,0.637,0.0,0.132,0.196,73.628,4,power-pop
Joe Jackson,"Right And Wrong - Live At The Roundabout Theatre, New York City/1986",23,274733,0,0.688,0.585,9,-11.537,0,0.0309,0.00445,1.53e-06,0.0492,0.841,119.37,4,power-pop
Teenage Bottlerocket,Fall For Me,22,182026,0,0.308,0.971,7,-5.003,1,0.156,0.0318,1.18e-06,0.424,0.506,178.337,4,power-pop
Blondie,Call Me,21,212600,0,0.559,0.832,2,-6.685,0,0.0337,0.000735,0.00203,0.0906,0.785,142.674,4,power-pop
The Lawrence Arms,Boat Less Booze Cruise Party,23,207733,0,0.297,0.913,4,-7.282,1,0.0322,0.00119,0.754,0.149,0.911,154.348,4,power-pop
Teenage Fanclub,Take the Long Way Round,20,205266,0,0.472,0.774,2,-8.276,1,0.0293,2.32e-05,0.021,0.124,0.646,123.245,4,power-pop
Teenage Bottlerocket,Be with You,22,102946,0,0.486,0.98,6,-2.868,0,0.0903,0.000115,0.0,0.0485,0.591,101.496,4,power-pop
Masked Intruder,Why Don't You Love Me in Real Life,20,166040,0,0.392,0.426,9,-6.558,1,0.0911,0.0298,0.000228,0.0983,0.569,149.368,4,power-pop
The New Pornographers,We End Up Together,22,346773,0,0.503,0.603,9,-8.26,1,0.0354,0.257,0.0,0.168,0.459,178.057,4,power-pop
The New Pornographers,All The Things That Go To Make Heaven And Earth,22,188973,0,0.526,0.978,6,-4.105,1,0.0428,0.304,0.000217,0.267,0.941,152.548,4,power-pop
Hoodoo Gurus,1000 Miles Away,21,272716,0,0.516,0.763,9,-5.904,1,0.0461,0.0427,0.000578,0.0845,0.296,128.425,4,power-pop
Cheap Trick,"Clock Strikes Ten - Live at Nippon Budokan, Tokyo, JPN - April 1978",23,241293,0,0.332,0.981,2,-8.838,1,0.129,0.0217,0.302,0.891,0.237,161.16,4,power-pop
Teenage Bottlerocket,Fatso Goes Nutzoid,22,99773,0,0.25,0.982,0,-3.862,1,0.131,0.00032,0.00107,0.384,0.561,195.276,4,power-pop
The Lillingtons,I Came From The Future,22,98026,0,0.14,0.985,1,-5.664,0,0.089,2.02e-05,0.783,0.265,0.561,168.582,4,power-pop
Elvis Costello & The Attractions,Let Them All Talk,22,186066,0,0.588,0.887,4,-7.593,0,0.0488,0.107,0.0,0.313,0.935,156.062,4,power-pop
Nada Surf,Popular,57,220586,0,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94e-05,0.116,0.296,94.82,4,power-pop
Andrew Gold,Thank You for Being a Friend,48,280760,0,0.695,0.568,3,-13.572,1,0.0294,0.166,0.0,0.125,0.786,111.887,4,power-pop
The Copyrights,Welcome Wagon,21,148809,0,0.492,0.971,0,-2.979,1,0.0455,0.00429,0.0,0.228,0.687,95.019,4,power-pop
Direct Hit!,Was It the Acid?,21,151520,0,0.391,0.986,8,-2.713,1,0.131,0.000633,1.55e-05,0.0595,0.872,194.047,4,power-pop
The Manges,I'm Not A Sissy,20,141480,0,0.622,0.966,0,-3.95,1,0.0354,0.0086,3.57e-06,0.368,0.79,108.013,4,power-pop
Elvis Costello & The Attractions,Oliver's Army,59,180840,0,0.527,0.725,4,-9.405,1,0.0287,0.336,0.0,0.221,0.94,143.162,4,power-pop
I Was A King,Here at Last,20,139560,0,0.518,0.82,9,-9.152,0,0.0338,0.0458,0.000741,0.96,0.41,116.03,4,power-pop
Barreracudas,Nasty Boots,20,139413,0,0.248,0.894,4,-5.263,1,0.0608,0.000621,6.28e-06,0.119,0.626,173.693,4,power-pop
The Copyrights,Part of the Landscape,21,152631,0,0.39,0.965,2,-2.713,1,0.0621,0.0004,1.38e-06,0.403,0.762,195.957,4,power-pop
Andrew Gold,"Spooky, Scary Skeletons - Undead Tombstone Remix Extended",55,229199,0,0.795,0.816,9,-5.602,0,0.112,0.00103,0.00196,0.359,0.599,127.973,4,power-pop
that dog.,One Summer Night,20,130666,0,0.388,0.735,1,-12.123,1,0.044,0.0495,0.0886,0.105,0.144,141.56,4,power-pop
Dinosaur Jr.,Gargoyle,22,131400,0,0.276,0.966,0,-4.028,1,0.101,7.28e-05,0.303,0.229,0.762,172.595,4,power-pop
The Muffs,Not Like Me,20,183693,0,0.578,0.734,7,-10.207,1,0.0306,0.000182,0.000103,0.1,0.943,118.503,4,power-pop
Dan Vapid & the Cheats,I'm a Contrarian,20,97640,0,0.543,0.983,7,-4.747,1,0.052,0.000276,2.84e-06,0.0816,0.457,112.447,4,power-pop
Direct Hit!,Hospital for Heroes,21,187480,0,0.47,0.979,11,-2.848,1,0.0834,0.00369,2.08e-06,0.187,0.732,173.968,4,power-pop
Robyn Hitchcock & The Egyptians,One Long Pair Of Eyes,19,298200,0,0.473,0.749,9,-8.94,1,0.0344,0.0915,0.00966,0.112,0.577,102.571,4,power-pop
Superchunk,Wild Loneliness,20,183253,0,0.489,0.827,4,-5.991,1,0.0291,0.102,0.0153,0.343,0.533,154.935,4,power-pop
The Donnas,Play My Game,20,182413,0,0.487,0.958,7,-3.467,1,0.107,0.000552,9.74e-05,0.0784,0.678,170.075,4,power-pop
F.Y.P,Wherever the Creeps Go,20,114360,0,0.346,0.862,5,-6.208,1,0.0993,0.00762,0.0,0.676,0.741,178.092,4,power-pop
Old 97's,Buick City Complex,22,219906,0,0.376,0.701,7,-7.556,1,0.0364,0.0912,0.0006,0.12,0.492,168.903,4,power-pop
Pinhead Gunpowder,Song Of My Returning,20,148561,0,0.463,0.977,0,-3.869,1,0.0779,0.00067,0.0,0.303,0.683,96.275,4,power-pop
The Replacements,Androgynous,51,190853,0,0.476,0.361,11,-9.312,1,0.0287,0.518,0.0,0.0817,0.389,106.484,4,power-pop
The Lemonheads,"My Hero, Zero",20,186000,0,0.469,0.788,4,-8.356,1,0.0955,0.316,0.0,0.0988,0.685,141.768,4,power-pop
Redd Kross,Cover Band,20,86600,0,0.516,0.858,7,-5.71,1,0.0527,5.32e-05,0.00105,0.0677,0.618,97.353,4,power-pop
Joe Jackson,Go For It,23,256493,0,0.711,0.831,7,-5.95,0,0.0271,0.0302,0.000387,0.156,0.786,145.722,4,power-pop
Old 97's,Streets of Where I'm From,22,195173,0,0.489,0.759,0,-7.216,1,0.0509,0.0105,0.0,0.115,0.682,149.02,4,power-pop
Groovie Ghoulies,Chupacabras,19,83266,0,0.518,0.938,4,-4.619,1,0.0814,0.00293,0.000142,0.271,0.961,169.78,4,power-pop
Stiv Bators,A Million Miles Away,20,225480,0,0.475,0.936,7,-6.92,1,0.0757,0.119,4.73e-06,0.849,0.611,136.848,4,power-pop
Superchunk,On the Floor,20,218173,0,0.474,0.92,2,-6.793,1,0.0314,0.00229,0.00016,0.134,0.576,148.058,4,power-pop
Nerf Herder,Golfshirt,20,217466,0,0.485,0.8,4,-6.078,1,0.0592,0.014,0.0,0.164,0.777,136.401,4,power-pop
Andrew Gold,Lonely Boy,20,264893,0,0.587,0.599,9,-13.288,1,0.0295,0.0389,4.95e-05,0.107,0.867,123.725,4,power-pop
Frank Black,Selkie Bride,20,185786,0,0.662,0.446,0,-13.023,0,0.0361,0.84,0.00635,0.113,0.204,118.973,4,power-pop
The New Pornographers,Unguided,22,393213,0,0.478,0.779,9,-6.041,1,0.0295,0.287,0.00106,0.0954,0.224,80.972,4,power-pop
Los Crudos,Curiosidad,22,49632,0,0.436,0.961,5,-4.104,1,0.194,0.000546,0.715,0.0811,0.336,149.172,4,power-pop
Groovie Ghoulies,Til Death Do Us Party,20,158346,0,0.502,0.837,7,-4.582,1,0.032,0.000239,3.11e-06,0.183,0.705,145.139,4,power-pop
Graham Parker & The Rumour,Hotel Chambermaid,20,179093,0,0.594,0.534,4,-9.11,1,0.0277,0.00476,6.88e-06,0.129,0.667,132.486,4,power-pop
Dave Edmunds,Louisiana Man,21,222186,0,0.696,0.945,5,-8.089,1,0.041,0.646,0.344,0.294,0.956,77.145,4,power-pop
The Jayhawks,One Man's Problem,21,242306,0,0.774,0.651,9,-5.397,1,0.029,0.33,2.8e-05,0.15,0.546,111.289,4,power-pop
The Lemonheads,Kitchen - Demo Version,20,192386,0,0.501,0.268,7,-14.772,1,0.0319,0.911,0.0505,0.13,0.682,81.807,4,power-pop
The Lillingtons,Night Visions,21,244573,0,0.576,0.948,2,-4.33,1,0.0326,0.00567,0.00859,0.141,0.68,95.01,4,power-pop
Screeching Weasel,Don't Turn Out the Lights,22,156653,0,0.347,0.99,2,-2.813,1,0.092,0.0039,7.35e-05,0.316,0.651,151.946,4,power-pop
Masked Intruder,Unrequited Love,20,178800,0,0.447,0.803,2,-5.774,1,0.0541,0.00191,0.000776,0.374,0.572,161.984,4,power-pop
Elvis Costello & The Attractions,I Can't Stand Up For Falling Down,21,126466,0,0.602,0.719,0,-7.679,1,0.0274,0.000405,0.542,0.0876,0.977,141.793,4,power-pop
Elvis Costello & The Attractions,Chemistry Class,21,178266,0,0.681,0.557,2,-12.225,1,0.0251,0.227,0.00111,0.0886,0.796,111.38,4,power-pop
The Queers,I Only Drink Bud,21,125800,0,0.298,0.937,9,-4.267,1,0.0439,8.5e-06,0.932,0.066,0.806,187.438,4,power-pop
Hoodoo Gurus,My Imaginary Friend,20,248897,0,0.545,0.91,0,-5.294,1,0.0422,0.00402,0.000484,0.0901,0.81,130.933,4,power-pop
Hoodoo Gurus,In The Wild - 2005 Remaster,20,190693,0,0.403,0.974,9,-3.197,1,0.0593,2.15e-05,0.0183,0.144,0.53,81.224,4,power-pop
The Lawrence Arms,Navigating the Windward Passage,23,203426,0,0.315,0.973,4,-6.158,1,0.103,3.74e-05,0.00195,0.441,0.5,148.642,4,power-pop
Hoodoo Gurus,If Only... - Remaster 2005,20,224466,0,0.436,0.951,4,-5.082,1,0.0703,0.00393,3.73e-05,0.153,0.7,165.634,4,power-pop
Material Issue,Renee Remains The Same,19,196600,0,0.515,0.913,7,-10.643,1,0.0556,0.000817,7.96e-05,0.232,0.624,133.392,4,power-pop
Weezer,The Good Life,54,257000,1,0.539,0.893,6,-4.566,1,0.0423,0.14,0.0,0.339,0.683,135.76,4,power-pop
The Cars,Heartbeat City,52,270013,0,0.649,0.562,9,-14.93,0,0.0333,0.225,0.18,0.0705,0.882,143.343,4,power-pop
Weezer,El Scorcho,56,243466,0,0.479,0.707,1,-4.968,1,0.0659,0.0471,0.0,0.0932,0.661,148.092,4,power-pop
Jimmy Eat World,The World You Love,21,301796,0,0.527,0.934,8,-4.753,1,0.0405,0.0103,7.8e-06,0.132,0.469,138.95,4,power-pop
Blondie,Atomic,49,230156,0,0.528,0.821,4,-5.489,0,0.0336,0.00147,0.269,0.326,0.742,136.564,4,power-pop
Mikal Cronin,Shelter,20,228840,0,0.393,0.838,4,-6.417,1,0.0482,0.0207,0.0269,0.168,0.159,88.17,4,power-pop
Beach Slang,Noisy Heaven,21,149130,1,0.196,0.877,2,-3.31,1,0.0909,4.1e-05,0.347,0.541,0.211,144.488,4,power-pop
Andrew Gold,Lonely Boy,56,264893,0,0.588,0.598,9,-13.288,1,0.0296,0.0386,5.83e-05,0.107,0.866,123.724,4,power-pop
Weezer,Island in the Sun - Live from Spotify NYC,48,224353,0,0.689,0.673,5,-7.6,0,0.0287,0.303,0.0,0.723,0.564,113.139,4,power-pop
Guided By Voices,Demons Are Real,41,48506,0,0.308,0.701,1,-11.793,0,0.0733,0.0933,0.000491,0.236,0.368,129.264,4,power-pop
Jimmy Eat World,Believe in What You Want,21,189915,0,0.512,0.899,5,-5.818,1,0.0406,0.000672,0.00118,0.239,0.652,74.999,4,power-pop
Cheap Trick,The Flame - Single Version,51,281693,0,0.631,0.62,4,-8.847,1,0.0267,0.574,6.27e-06,0.11,0.3,96.82,4,power-pop
Horror Section,Are You There,19,148909,0,0.334,0.939,2,-5.002,1,0.0396,5.69e-05,2.17e-05,0.356,0.734,165.128,4,power-pop
The Plimsouls,Now,18,199733,0,0.332,0.889,2,-5.589,1,0.0509,0.173,4.73e-06,0.978,0.87,138.826,4,power-pop
Blondie,Rapture - US Disco Version; 1999 Remaster,21,433680,0,0.705,0.669,11,-10.548,0,0.0286,0.0728,0.00125,0.176,0.855,107.607,4,power-pop
Dead To Me,A Day Without a War,21,149480,0,0.526,0.818,2,-4.656,1,0.0364,0.0178,0.0,0.116,0.781,148.377,4,power-pop
Chixdiggit!,Welcome to the Daiso,21,101120,0,0.471,0.917,3,-3.283,1,0.0521,0.013,0.0,0.213,0.938,111.959,4,power-pop
Sloan,I Can Feel It,20,206640,0,0.811,0.575,0,-8.347,1,0.0294,0.0541,4.29e-06,0.0944,0.626,126.567,4,power-pop
The Marked Men,Going Crazy,21,141306,0,0.287,0.93,11,-5.571,1,0.0399,0.000389,0.378,0.146,0.744,169.602,4,power-pop
The Falcon,War of Colossus,22,102641,0,0.492,0.955,1,-6.8,0,0.111,0.000279,0.588,0.161,0.465,104.321,4,power-pop
White Reaper,Another Day,21,111290,0,0.324,0.983,5,-1.624,0,0.099,0.000271,0.000117,0.565,0.178,148.234,4,power-pop
Guided By Voices,Your Name Is Wild,20,121906,0,0.319,0.993,11,-4.549,1,0.0887,0.0281,0.138,0.138,0.257,135.901,4,power-pop
Elvis Costello,I'm Not Angry,22,179320,0,0.547,0.823,1,-8.579,0,0.0693,0.159,0.119,0.325,0.729,139.38,4,power-pop
Elvis Costello;The Imposters,Penelope Halfpenny,22,177011,0,0.562,0.861,10,-5.64,1,0.0499,5.03e-05,1.25e-05,0.285,0.568,134.883,4,power-pop
Masked Intruder,I'm Free (At Last),20,130714,0,0.357,0.971,1,-3.313,0,0.0911,4.06e-05,1.39e-05,0.12,0.573,174.01,4,power-pop
Mannequin Pussy,My Baby (Axe Nice),21,59400,0,0.335,0.922,11,-3.562,1,0.0527,0.197,2.01e-05,0.148,0.248,92.456,4,power-pop
Buffalo Tom,Tree House,20,255760,0,0.277,0.952,7,-8.153,1,0.0581,0.0167,0.0,0.775,0.345,137.57,4,power-pop
Los Crudos,Sin Caras,21,31172,0,0.402,0.938,0,-3.151,1,0.0809,0.00233,0.656,0.102,0.962,154.699,1,power-pop
The Fleshtones,Dracula a GoGo,22,130866,0,0.505,0.946,2,-4.523,1,0.0512,0.51,0.00953,0.243,0.722,146.297,4,power-pop
Los Crudos,Nada Cambia,22,71981,0,0.432,0.978,0,-5.122,1,0.444,0.00105,0.924,0.105,0.31,142.05,4,power-pop
The Lawrence Arms,Demons,22,133800,0,0.386,0.926,0,-5.669,1,0.0846,0.00141,2.84e-05,0.368,0.71,146.954,4,power-pop
The Cowboys,Pie in My Eye,21,92957,0,0.236,0.84,11,-2.11,1,0.0471,0.126,0.767,0.123,0.739,175.888,4,power-pop
